Unique-id,Name,Games,AB,Hits,1B,2B,3B,HR,Tbases,Runs,RBI,BB,SB,BA,OBP,SLG,Fld_Pct,AllStar_freq,P,C,1B,2B,3B,SS,OF,DH,HOF
lopezja01,Javy Lopez,1503,5319,1527,981,267,19,260,2612,674,864,400,8,0.2871,0.3419,0.4911,0.9924,0.2000,0,0.8989,0.0007,0,0,0,0,0.0732,0.0023
lopezlu02,Luis Lopez,721,1620,390,276,85,7,22,555,171,151,111,10,0.2407,0.2977,0.3426,0.9594,0.0000,0,0,0.0097,0.2926,0.1387,0.4119,0.0125,0.0125,0.0000
lowebo01,Bobby Lowe,1818,7064,1929,1543,230,85,71,2542,1131,984,473,302,0.2731,0.3251,0.3599,0.9435,0.0000,0.0006,0,0.0039,0.7222,0.0985,0.0424,0.1320,0,0.0108
lowenjo01,John Lowenstein,1368,3476,881,610,137,18,116,1402,510,441,476,128,0.2535,0.3423,0.4033,0.9815,0.0000,0,0,0.0205,0.0519,0.0526,0.0029,0.6623,0.0914,0.0030
lowrepe01,Peanuts Lowrey,1401,4317,1177,909,186,45,37,1564,564,479,403,48,0.2726,0.3361,0.3623,0.9723,0.0769,0,0,0.0007,0.0236,0.1028,0.0136,0.6981,0,0.0000
luderfr01,Fred Luderus,1346,4851,1344,955,251,54,84,1955,570,642,414,55,0.2771,0.3395,0.4030,0.9856,0.0000,0,0,0.9851,0,0,0,0,0,0.0000
lummi01,Mike Lum,1517,3554,877,639,128,20,90,1315,404,431,420,13,0.2468,0.3284,0.3700,0.9888,0.0000,0,0,0.1872,0,0,0,0.5379,0,0.0000
lumpeje01,Jerry Lumpe,1371,4912,1314,1025,190,52,47,1749,620,454,449,20,0.2675,0.3277,0.3561,0.9795,0.0833,0,0,0,0.8023,0.0861,0.0766,0,0,0.0000
luzingr01,Greg Luzinski,1821,6505,1795,1120,344,24,307,3108,880,1128,940,37,0.2759,0.3705,0.4778,0.9729,0.2667,0,0,0.0192,0,0,0,0.6705,0.2812,0.0030
lynchje01,Jerry Lynch,1184,2879,798,526,123,34,115,1334,364,470,253,12,0.2772,0.3348,0.4634,0.9629,0.0000,0,0.0034,0,0,0,0,0.5963,0,0.0000
lynnfr01,Fred Lynn,1969,6925,1960,1223,388,43,306,3352,1063,1111,934,72,0.2830,0.3666,0.4840,0.9882,0.5294,0,0,0,0,0,0,0.9269,0.0356,0.0737
lyonsde01,Denny Lyons,1121,4294,1333,958,244,69,62,1901,932,755,621,224,0.3104,0.4074,0.4427,0.8769,0.0000,0,0,0.0321,0,0.9661,0,0,0,0.0000
mabryjo01,John Mabry,1322,3409,898,613,183,6,96,1381,382,446,327,7,0.2634,0.3293,0.4051,0.9866,0.0000,0.0015,0,0.3411,0,0.0976,0,0.4289,0.0151,0.0000
macfami01,Mike Macfarlane,1164,3602,906,539,221,17,129,1548,458,514,312,12,0.2515,0.3247,0.4298,0.9918,0.0000,0,0.9089,0,0,0,0,0,0.0404,0.0000
mackco01,Connie Mack,723,2695,659,547,79,28,5,809,391,265,169,127,0.2445,0.3046,0.3002,0.9249,0.0000,0,0.8423,0.0844,0.0028,0,0.0014,0.0761,0,0.0059
maddoel01,Elliott Maddox,1029,2843,742,587,121,16,18,949,360,234,430,60,0.2610,0.3621,0.3338,0.9808,0.0000,0,0,0.0029,0.0039,0.2235,0.0185,0.6987,0.0029,0.0000
maddoga01,Garry Maddox,1749,6331,1802,1286,337,62,117,2614,777,754,383,248,0.2846,0.3261,0.4129,0.9826,0.0000,0,0,0,0,0,0,0.9646,0,0.0000
madlobi01,Bill Madlock,1806,6594,2008,1463,348,34,163,2913,920,860,726,174,0.3045,0.3758,0.4418,0.9530,0.2000,0,0,0.0338,0.1013,0.7973,0,0,0.0354,0.0597
magadda01,Dave Magadan,1582,4159,1197,924,218,13,42,1567,516,495,764,11,0.2878,0.3958,0.3768,0.9826,0.0000,0,0,0.3748,0.0006,0.4482,0.0019,0,0.0196,0.0000
mageesh01,Sherry Magee,2087,7441,2169,1495,425,166,83,3175,1112,1176,736,441,0.2915,0.3637,0.4267,0.9698,0.0000,0,0,0.0652,0.0072,0.0005,0.0192,0.8917,0,0.0132
majesha01,Hank Majeski,1069,3421,956,691,181,27,57,1362,404,501,300,10,0.2795,0.3422,0.3981,0.9684,0.0000,0,0,0,0.0449,0.8054,0.0112,0.0009,0,0.0000
maldoca01,Candy Maldonado,1410,4106,1042,652,227,17,146,1741,498,618,423,34,0.2538,0.3266,0.4240,0.9754,0.0000,0,0,0,0,0.0035,0,0.8617,0.0433,0.0000
malzofr01,Frank Malzone,1441,5428,1486,1093,239,21,133,2166,647,728,363,14,0.2738,0.3183,0.3990,0.9532,0.6667,0,0,0,0,0.9507,0,0,0,0.0000
mancugu01,Gus Mancuso,1460,4505,1194,928,197,16,53,1582,386,543,418,8,0.2650,0.3281,0.3512,0.9769,0.1176,0,0.9315,0,0,0,0,0,0,0.0050
maniocl01,Clyde Manion,477,1145,250,219,25,3,3,290,96,112,118,5,0.2183,0.2930,0.2533,0.9721,0.0000,0,0.8407,0.0063,0,0,0,0,0,0.0000
mannle01,Les Mann,1498,4716,1332,979,203,106,44,1879,677,503,324,129,0.2824,0.3323,0.3984,0.9651,0.0000,0,0,0,0,0,0.0007,0.9132,0,0.0000
manniri01,Rick Manning,1555,5248,1349,1061,189,43,56,1792,664,458,504,168,0.2571,0.3208,0.3415,0.9855,0.0000,0,0,0,0,0,0,0.9698,0.0077,0.0000
mantife01,Felix Mantilla,969,2707,707,511,97,10,89,1091,360,330,269,27,0.2612,0.3316,0.4030,0.9658,0.0909,0,0,0.0165,0.3364,0.1476,0.1858,0.1610,0,0.0000
mantlmi01,Mickey Mantle,2401,8102,2415,1463,344,72,536,4511,1677,1509,1859,153,0.2981,0.4278,0.5568,0.9846,1.1111,0,0,0.1091,0.0004,0.0004,0.0029,0.8409,0,1.1752
manushe01,Heinie Manush,2008,7654,2524,1763,491,160,110,3665,1287,1183,506,114,0.3298,0.3767,0.4788,0.9790,0.0588,0,0,0.0005,0,0,0,0.9188,0,0.1250
manwaki01,Kirt Manwaring,1008,2982,733,581,111,20,21,947,248,278,271,10,0.2458,0.3173,0.3176,0.9908,0.0000,0,0.9851,0,0,0,0,0,0.0010,0.0000
maranra01,Rabbit Maranville,2670,10078,2605,2020,380,177,28,3423,1255,884,839,291,0.2585,0.3179,0.3397,0.9538,0.0000,0,0,0,0.1921,0.0015,0.8064,0,0,1.1058
marioma01,Marty Marion,1572,5506,1448,1103,272,37,36,1902,602,624,470,35,0.2630,0.3225,0.3454,0.9678,0.6154,0,0,0,0,0.0013,0.9841,0,0,0.5333
marisro01,Roger Maris,1463,5101,1325,813,195,42,275,2429,826,851,694,21,0.2598,0.3501,0.4762,0.9820,0.5833,0,0,0,0,0,0,0.9453,0,0.5732
marreel01,Eli Marrero,724,1906,463,286,99,12,66,784,262,261,193,56,0.2429,0.3113,0.4113,0.9853,0.0000,0,0.4779,0.0801,0,0.0014,0,0.3785,0.0028,0.0000
marshmi02,Mike Marshall,1035,3593,971,642,173,8,148,1604,433,530,280,26,0.2702,0.3271,0.4464,0.9831,0.0909,0,0,0.1739,0,0.0029,0,0.7507,0.0213,0.0000
marshwi01,Willard Marshall,1246,4233,1160,828,163,39,130,1791,583,604,459,14,0.2740,0.3467,0.4231,0.9780,0.2727,0,0,0,0,0,0,0.9189,0,0.0000
martial03,Al Martin,1232,4242,1172,772,220,48,132,1884,664,485,433,173,0.2763,0.3447,0.4441,0.9681,0.0000,0,0,0.0008,0,0,0,0.8612,0.0625,0.0000
martibi02,Billy Martin,1021,3419,877,648,137,28,64,1262,425,333,196,34,0.2565,0.3011,0.3691,0.9745,0.0909,0,0,0,0.7512,0.0950,0.1156,0.0010,0,0.0046
martijc01,J.C. Martin,908,2189,487,361,82,12,32,689,189,230,254,9,0.2225,0.3060,0.3148,0.9848,0.0000,0,0.7621,0.0980,0,0.0518,0,0.0011,0,0.0000
martije01,Jerry Martin,1018,2652,666,434,130,17,85,1085,337,345,227,38,0.2511,0.3115,0.4091,0.9815,0.0000,0,0,0.0049,0,0,0,0.8939,0.0029,0.0000
martipe01,Pepper Martin,1189,4117,1227,823,270,75,59,1824,754,501,369,146,0.2980,0.3576,0.4430,0.9497,0.3077,0.0017,0,0,0,0.3608,0,0.5156,0,0.2300
martibu01,Buck Martinez,1049,2743,618,422,128,10,58,940,245,321,235,5,0.2253,0.2850,0.3427,0.9842,0.0000,0.0010,0.9609,0,0,0,0,0.0010,0.0019,0.0000
martida01,Dave Martinez,1919,5795,1599,1198,238,72,91,2254,795,580,614,183,0.2759,0.3462,0.3890,0.9864,0.0000,0.0010,0,0.1001,0,0,0,0.8233,0.0042,0.0000
martied01,Edgar Martinez,2055,7213,2247,1409,514,15,309,3718,1219,1261,1396,49,0.3115,0.4253,0.5155,0.9491,0.3889,0,0,0.0136,0,0.2740,0,0,0.6871,0.4860
martiti02,Tino Martinez,2023,7111,1925,1200,365,21,339,3349,1008,1271,882,27,0.2707,0.3524,0.4710,0.9950,0.1250,0,0,0.9239,0,0,0,0,0.0519,0.0138
marzajo01,John Marzano,301,794,191,133,45,2,11,273,79,72,40,0,0.2406,0.2902,0.3438,0.9881,0.0000,0,0.9734,0,0,0,0,0,0.0100,0.0000
masiph01,Phil Masi,1229,3468,917,675,164,31,47,1284,420,417,410,45,0.2644,0.3439,0.3702,0.9827,0.2857,0,0.8959,0.0171,0,0.0016,0,0.0033,0,0.0000
mathemi01,Mike Matheny,1305,3877,925,659,190,9,67,1334,353,443,320,8,0.2386,0.3017,0.3441,0.9943,0.0000,0,0.9847,0.0138,0,0,0,0,0.0008,0.0000
matheed01,Eddie Mathews,2391,8537,2315,1377,354,72,512,4349,1509,1453,1551,68,0.2712,0.3826,0.5094,0.9568,0.7059,0,0,0.0468,0,0.9122,0,0.0217,0,1.0561
matthga01,Gary Matthews,2033,7147,2011,1407,319,51,234,3134,1083,978,986,183,0.2814,0.3673,0.4385,0.9669,0.0625,0,0,0,0,0,0,0.9228,0.0192,0.0000
mattido01,Don Mattingly,1785,7003,2153,1469,442,20,222,3301,1007,1099,724,14,0.3074,0.3695,0.4714,0.9954,0.4286,0,0,0.9154,0.0006,0.0017,0,0.0426,0.0426,0.3747
maxvida01,Dal Maxvill,1423,3443,748,639,79,24,6,893,302,252,419,7,0.2173,0.3018,0.2594,0.9730,0.0000,0,0,0,0.1300,0.0049,0.8482,0.0014,0,0.0000
maxwech01,Charlie Maxwell,1133,3245,856,572,110,26,148,1462,478,532,515,18,0.2638,0.3655,0.4505,0.9881,0.1429,0,0,0.0380,0,0,0,0.7361,0,0.0000
mayca01,Carlos May,1165,4120,1127,842,172,23,90,1615,545,536,575,85,0.2735,0.3656,0.3920,0.9852,0.2000,0,0,0.1811,0,0,0,0.5811,0.2077,0.0000
mayda01,Dave May,1252,3670,920,674,130,20,96,1378,462,422,385,60,0.2507,0.3250,0.3755,0.9777,0.0833,0,0,0,0,0,0,0.8155,0.0184,0.0000
mayde01,Derrick May,797,2200,596,431,103,10,52,875,244,310,182,30,0.2709,0.3263,0.3977,0.9740,0.0000,0,0,0.0013,0,0,0,0.7691,0.0138,0.0000
mayje01,Jerry May,556,1527,357,269,63,10,15,485,120,130,205,1,0.2338,0.3263,0.3176,0.9900,0.0000,0,0.9442,0,0,0,0,0,0,0.0000
mayle01,Lee May,2071,7609,2031,1306,340,31,354,3495,959,1244,572,39,0.2669,0.3197,0.4593,0.9935,0.1667,0,0,0.7277,0,0,0,0.0425,0.1999,0.0093
maymi01,Milt May,1192,3693,971,736,147,11,77,1371,313,443,370,4,0.2629,0.3289,0.3712,0.9856,0.0000,0,0.8674,0,0,0,0,0,0,0.0000
maybejo01,John Mayberry,1620,5447,1379,894,211,19,255,2393,733,879,987,20,0.2532,0.3701,0.4393,0.9937,0.1333,0,0,0.9123,0,0,0,0,0.0593,0.0000
mayele01,Lee Maye,1288,4048,1109,786,190,39,94,1659,533,419,311,59,0.2740,0.3272,0.4098,0.9688,0.0000,0,0,0.0008,0.0008,0.0047,0,0.8075,0,0.0000
maynebr01,Brent Mayne,1279,3614,951,727,178,8,38,1259,359,403,425,18,0.2631,0.3409,0.3484,0.9932,0.0000,0.0008,0.8937,0.0016,0,0.0063,0,0,0.0047,0.0000
mayswi01,Willie Mays,2992,10881,3283,1960,523,140,660,6066,2062,1903,1656,338,0.3017,0.3932,0.5575,0.9807,1.0909,0,0,0.0281,0,0.0003,0.0007,0.9499,0,1.2623
mazerbi01,Bill Mazeroski,2163,7755,2016,1522,294,62,138,2848,769,853,557,27,0.2600,0.3086,0.3672,0.9825,0.5882,0,0,0,0.9681,0.0046,0,0,0,0.5635
mazzile01,Lee Mazzilli,1475,4124,1068,760,191,24,93,1586,571,460,683,197,0.2590,0.3644,0.3846,0.9858,0.0714,0,0,0.1458,0,0,0,0.5885,0.0353,0.0000
mcaleji01,Jimmy McAleer,1020,3977,1007,842,114,39,12,1235,619,469,365,262,0.2532,0.3219,0.3105,0.9409,0.0000,0.0010,0,0,0.0020,0.0010,0,0.9951,0,0.0000
mcauldi01,Dick McAuliffe,1763,6185,1530,1031,231,71,197,2494,888,697,941,63,0.2474,0.3483,0.4032,0.9653,0.1875,0,0,0,0.5508,0.0828,0.3778,0,0.0023,0.0000
mcbriba01,Bake McBride,1071,3853,1153,868,167,55,63,1619,548,430,276,183,0.2992,0.3491,0.4202,0.9888,0.0909,0,0,0,0,0,0,0.8992,0.0140,0.0000
mcbrige01,George McBride,1659,5526,1203,1009,140,47,7,1458,516,447,419,133,0.2177,0.2806,0.2638,0.9452,0.0000,0,0,0.0006,0.0024,0.0139,0.9801,0,0,0.0000
mccarja01,Jack McCarthy,1091,4195,1203,959,171,66,7,1527,550,474,268,145,0.2868,0.3332,0.3640,0.9436,0.0000,0,0,0.0211,0,0,0,0.9588,0,0.0000
mccarjo03,Johnny McCarthy,542,1557,432,319,72,16,25,611,182,209,90,8,0.2775,0.3194,0.3924,0.9904,0.0000,0.0018,0,0.7066,0,0,0,0.0092,0,0.0000
mccarto01,Tommy McCarthy,1275,5128,1496,1207,192,53,44,1926,1069,735,537,468,0.2917,0.3645,0.3756,0.8720,0.0000,0.0102,0,0,0.0306,0.0290,0.0157,0.9325,0,0.0000
mccarda01,David McCarty,632,1493,362,250,68,8,36,554,182,175,129,9,0.2425,0.3064,0.3711,0.9848,0.0000,0.0047,0,0.5823,0,0,0,0.2801,0.0316,0.0000
mccarti01,Tim McCarver,1909,5529,1501,1105,242,57,97,2148,590,645,667,61,0.2715,0.3494,0.3885,0.9890,0.0952,0,0.7266,0.0540,0,0.0031,0,0.0079,0.0010,0.0502
mccorba01,Barry McCormick,989,3645,867,700,110,42,15,1106,433,417,280,130,0.2379,0.2967,0.3034,0.9043,0.0000,0,0,0,0.3175,0.4156,0.2679,0.0020,0,0.0000
mccorfr01,Frank McCormick,1534,5723,1711,1223,334,26,128,2481,722,951,399,27,0.2990,0.3475,0.4335,0.9947,0.6923,0,0,0.9439,0.0026,0,0,0.0007,0,0.0397
mccormi02,Mike McCormick,748,2325,640,497,100,29,14,840,302,215,188,16,0.2753,0.3303,0.3613,0.9797,0.0000,0,0,0,0,0,0,0.8730,0,0.0000
mccosba01,Barney McCosky,1170,4172,1301,992,214,71,24,1729,664,397,497,58,0.3118,0.3864,0.4144,0.9838,0.0000,0,0,0,0,0,0,0.8855,0,0.0000
mccovwi01,Willie McCovey,2588,8197,2211,1291,353,46,521,4219,1229,1555,1605,26,0.2697,0.3908,0.5147,0.9855,0.2727,0,0,0.7902,0,0,0,0.1063,0.0035,1.0846
mccraqu01,Quinton McCracken,998,2462,675,504,118,32,21,920,359,244,240,89,0.2742,0.3383,0.3737,0.9835,0.0000,0,0,0,0,0,0,0.7124,0.0150,0.0000
mccrato01,Tommy McCraw,1468,3956,972,705,150,42,75,1431,484,404,380,143,0.2457,0.3162,0.3617,0.9888,0.0000,0,0,0.6206,0,0,0,0.2936,0.0075,0.0000
mcculcl01,Clyde McCullough,1098,3121,785,584,121,28,52,1118,308,339,268,27,0.2515,0.3145,0.3582,0.9838,0.1333,0,0.9007,0.0009,0,0.0027,0,0,0,0.0000
mccurha01,Harry McCurdy,543,1157,326,234,71,12,9,448,148,148,129,12,0.2818,0.3553,0.3872,0.9690,0.0000,0,0.6225,0.0203,0,0,0,0,0,0.0000
mcdougi01,Gil McDougald,1336,4676,1291,941,187,51,112,1916,697,576,567,45,0.2761,0.3570,0.4098,0.9740,0.6000,0,0,0,0.4484,0.3802,0.2126,0,0,0.0220
mcfared01,Ed McFarland,894,3007,826,618,146,49,13,1109,398,383,254,65,0.2747,0.3349,0.3688,0.9643,0.0000,0,0.9284,0.0056,0.0011,0.0034,0,0.0112,0,0.0000
mcganda01,Dan McGann,1436,5222,1482,1159,181,100,42,1989,842,727,429,282,0.2838,0.3641,0.3809,0.9870,0.0000,0,0,0.9582,0.0369,0,0,0,0,0.0000
mcgarch01,Chippy McGarr,826,3253,872,719,116,28,9,1071,537,388,183,267,0.2681,0.3099,0.3292,0.8738,0.0000,0,0.0012,0,0.0666,0.6513,0.2663,0.0157,0,0.0000
mcgeami01,Mike McGeary,547,2481,684,615,56,13,0,766,484,236,26,65,0.2757,0.2832,0.3087,0.8345,0.0000,0,0.1737,0,0.3583,0.2139,0.2706,0.0201,0,0.0000
mcgeewi01,Willie McGee,2201,7649,2254,1731,350,94,79,3029,1010,856,506,352,0.2947,0.3378,0.3960,0.9755,0.2222,0,0,0.0045,0,0,0.0005,0.8996,0.0032,0.0672
mcgrajo01,John McGraw,1099,3924,1309,1105,121,70,13,1609,1024,462,836,436,0.3336,0.4657,0.4100,0.8883,0.0000,0,0,0.0009,0.0437,0.7116,0.1665,0.0546,0,0.0235
mcgrifr01,Fred McGriff,2460,8757,2490,1532,441,24,493,4458,1349,1550,1476,72,0.2843,0.3872,0.5091,0.9918,0.2632,0,0,0.9102,0,0,0,0,0.0711,0.3186
mcguide01,Deacon McGuire,1781,6290,1748,1324,300,79,45,2341,770,840,515,117,0.2779,0.3407,0.3722,0.9357,0.0000,0.0006,0.9045,0.0528,0,0.0028,0.0022,0.0185,0,0.0000
mcgwima01,Mark McGwire,1874,6187,1626,785,252,6,583,3639,1167,1414,1467,12,0.2628,0.4058,0.5882,0.9928,0.7500,0,0,0.9408,0,0.0128,0,0.0027,0.0197,0.3160
mcinnst01,Stuffy McInnis,2128,7822,2405,1972,312,101,20,2979,872,1063,380,172,0.3075,0.3426,0.3808,0.9910,0.0000,0,0,0.9375,0.0023,0.0127,0.0258,0.0005,0,0.0696
mcintma01,Matty McIntyre,1072,3958,1066,853,140,69,4,1356,562,319,439,120,0.2693,0.3464,0.3426,0.9627,0.0000,0,0,0,0,0,0,0.9692,0,0.0000
mckeaed01,Ed McKean,1654,6890,2083,1587,272,158,66,2869,1227,1124,635,323,0.3023,0.3645,0.4164,0.8899,0.0000,0,0,0.0091,0.0187,0.0006,0.9456,0.0314,0,0.0000
mckecbi01,Bill McKechnie,846,2843,713,586,86,33,8,889,319,240,190,127,0.2508,0.3012,0.3127,0.9516,0.0000,0,0,0.0757,0.1383,0.6537,0.0709,0.0024,0,0.0000
mcleala01,Larry McLean,862,2647,694,572,90,26,6,854,183,298,136,20,0.2622,0.3005,0.3226,0.9716,0.0000,0,0.8828,0.0429,0,0,0,0,0,0.0066
mclemma01,Mark McLemore,1832,6192,1602,1247,255,47,53,2110,943,615,904,272,0.2587,0.3519,0.3408,0.9796,0.0000,0,0,0,0.6534,0.0650,0.0480,0.2211,0.0251,0.0000
mcmanma01,Marty McManus,1831,6660,1926,1317,401,88,120,2863,1008,999,675,126,0.2892,0.3572,0.4299,0.9634,0.0000,0,0,0.0502,0.5063,0.3960,0.0306,0.0005,0,0.0100
mcmilro01,Roy McMillan,2093,6752,1639,1283,253,35,68,2166,739,594,712,41,0.2427,0.3185,0.3208,0.9707,0.1250,0,0,0,0.0053,0.0057,0.9689,0,0,0.0303
mcmulke01,Ken McMullen,1583,5131,1273,919,172,26,156,1965,568,606,557,20,0.2481,0.3216,0.3830,0.9639,0.0000,0,0,0.0392,0.0032,0.8326,0.0069,0.0126,0.0328,0.0000
mcnaier01,Eric McNair,1251,4519,1240,900,229,29,82,1773,592,633,261,59,0.2744,0.3176,0.3923,0.9479,0.0000,0,0,0.0024,0.2302,0.1759,0.5348,0.0008,0,0.0000
mcnalmi01,Mike McNally,492,1078,257,234,16,6,1,288,169,85,92,40,0.2384,0.2995,0.2672,0.9481,0.0000,0,0,0.0142,0.3679,0.3394,0.1220,0.0020,0,0.0000
mcphebi01,Bid McPhee,2135,8291,2250,1706,303,188,53,3088,1678,1067,981,568,0.2714,0.3545,0.3725,0.9409,0.0000,0,0,0,0.9958,0.0005,0,0.0019,0,0.0000
mcquige02,George McQuinn,1550,5747,1588,1074,315,64,135,2436,832,794,712,32,0.2763,0.3569,0.4239,0.9922,0.5833,0,0,0.9865,0,0,0,0,0,0.0000
mcraebr01,Brian McRae,1354,5114,1336,911,264,58,103,2025,734,532,508,196,0.2612,0.3329,0.3960,0.9896,0.0000,0,0,0,0,0,0,0.9653,0.0140,0.0000
mcraeha01,Hal McRae,2084,7218,2091,1350,484,66,191,3280,940,1097,717,109,0.2897,0.3565,0.4544,0.9610,0.1579,0,0,0,0.0082,0.0101,0,0.2294,0.6847,0.0000
mcreyke01,Kevin McReynolds,1502,5423,1439,909,284,35,211,2426,727,807,589,93,0.2654,0.3352,0.4474,0.9863,0.0000,0,0,0,0,0,0,0.9780,0.0013,0.0000
medwijo01,Joe Medwick,1984,7635,2471,1613,540,113,205,3852,1198,1383,437,42,0.3236,0.3623,0.5045,0.9800,0.5882,0,0,0.0096,0,0,0,0.9335,0,1.1268
melesa01,Sam Mele,1046,3437,916,629,168,39,80,1402,406,544,311,15,0.2665,0.3284,0.4079,0.9857,0.0000,0,0,0.0755,0,0,0,0.8031,0,0.0000
melilsk01,Ski Melillo,1377,5063,1316,1020,210,64,22,1720,590,548,327,69,0.2599,0.3064,0.3397,0.9726,0.0000,0,0,0,0.9557,0.0232,0.0015,0,0,0.0000
meltobi01,Bill Melton,1144,3971,1004,673,162,9,160,1664,496,591,508,23,0.2528,0.3408,0.4190,0.9561,0.1000,0,0,0.0393,0,0.7876,0,0.0717,0.0769,0.0000
melvibo01,Bob Melvin,692,1955,456,330,85,6,35,658,174,212,108,4,0.2332,0.2711,0.3366,0.9925,0.0000,0,0.9061,0.0159,0,0.0014,0,0,0.0347,0.0000
menkede01,Denis Menke,1598,5071,1270,904,225,40,101,1878,605,606,771,34,0.2504,0.3506,0.3703,0.9680,0.1538,0,0,0.1014,0.1458,0.2628,0.5263,0.0031,0,0.0000
merceor01,Orlando Merced,1391,3998,1108,748,229,28,103,1702,564,585,540,57,0.2771,0.3624,0.4257,0.9848,0.0000,0,0.0007,0.3005,0,0.0036,0,0.5032,0.0144,0.0000
merklfr01,Fred Merkle,1638,5782,1580,1147,290,82,61,2217,720,733,454,272,0.2733,0.3309,0.3834,0.9845,0.0000,0,0,0.9444,0.0018,0.0006,0,0.0281,0,0.0000
mertesa01,Sam Mertes,1190,4405,1227,891,188,108,40,1751,695,721,422,396,0.2785,0.3461,0.3975,0.9365,0.0000,0.0008,0.0025,0.0336,0.1160,0.0008,0.0244,0.8185,0,0.0000
metkoca01,Catfish Metkovich,1055,3585,934,684,167,36,47,1314,476,373,307,61,0.2605,0.3224,0.3665,0.9829,0.0000,0,0,0.2739,0,0,0,0.6104,0,0.0000
metzgro01,Roger Metzger,1219,4201,972,795,101,71,5,1230,453,254,389,83,0.2314,0.2963,0.2928,0.9751,0.0000,0,0,0,0.0123,0.0008,0.9623,0,0,0.0000
meusebo01,Bob Meusel,1407,5475,1693,1074,368,95,156,2719,826,1068,375,142,0.3092,0.3558,0.4966,0.9534,0.0000,0,0,0.0014,0,0.0526,0,0.9268,0,0.0659
meuseir01,Irish Meusel,1289,4900,1521,1072,250,93,106,2275,701,819,269,113,0.3104,0.3484,0.4643,0.9571,0.0000,0,0,0.0023,0.0031,0,0,0.9434,0,0.0000
meyerda01,Dan Meyer,1118,3734,944,674,153,31,86,1417,411,459,251,61,0.2528,0.2990,0.3795,0.9804,0.0000,0,0,0.4195,0,0.1404,0,0.2916,0.0572,0.0000
michage01,Gene Michael,973,2806,642,529,86,12,15,797,249,226,252,22,0.2288,0.2926,0.2840,0.9620,0.0000,0.0010,0,0,0.0586,0.0113,0.8674,0,0,0.0000
michaca01,Cass Michaels,1288,4367,1142,896,147,46,53,1540,508,501,566,64,0.2615,0.3494,0.3526,0.9622,0.1667,0,0,0,0.6211,0.1514,0.1863,0.0008,0,0.0000
miksied01,Eddie Miksis,1042,3053,722,566,95,17,44,983,383,228,221,52,0.2365,0.2892,0.3220,0.9659,0.0000,0,0,0.0019,0.3666,0.1718,0.1315,0.2102,0,0.0066
milancl01,Clyde Milan,1982,7359,2100,1738,240,105,17,2601,1004,617,685,495,0.2854,0.3527,0.3534,0.9508,0.0000,0,0,0,0,0,0,0.9601,0,0.0317
milbola01,Larry Milbourne,989,2448,623,517,71,24,11,775,290,184,143,41,0.2545,0.2955,0.3166,0.9644,0.0000,0,0,0,0.4762,0.1132,0.2831,0.0040,0.0293,0.0000
millafe01,Felix Millan,1480,5791,1617,1328,229,38,22,1988,699,403,358,67,0.2792,0.3264,0.3433,0.9794,0.2500,0,0,0,0.9797,0.0007,0.0007,0,0,0.0036
millebi02,Bing Miller,1820,6212,1934,1333,389,96,116,2863,946,992,383,127,0.3113,0.3591,0.4609,0.9708,0.0000,0,0,0.0143,0,0,0,0.8797,0,0.0297
milleda02,Damian Miller,989,3182,834,538,205,4,87,1308,361,406,345,5,0.2621,0.3369,0.4111,0.9949,0.0909,0,0.9687,0.0040,0,0,0,0.0020,0.0051,0.0000
milledo01,Doggie Miller,1317,5167,1380,1098,192,57,33,1785,839,567,467,260,0.2671,0.3332,0.3455,0.8841,0.0000,0,0.4829,0.0167,0.0387,0.1845,0.0630,0.2346,0,0.0000
milledo02,Dots Miller,1589,5805,1526,1154,232,108,32,2070,711,715,391,177,0.2629,0.3144,0.3566,0.9734,0.0000,0,0,0.4638,0.4286,0.0428,0.0699,0.0006,0,0.0110
milleed03,Eddie Miller,1510,5337,1270,882,263,28,97,1880,539,640,351,64,0.2380,0.2905,0.3523,0.9718,0.5000,0,0,0,0.0556,0.0026,0.9238,0,0,0.0000
milleno01,Norm Miller,540,1364,325,223,68,10,24,485,166,159,175,16,0.2383,0.3293,0.3556,0.9704,0.0000,0,0.0037,0,0,0.0037,0,0.7000,0,0.0000
milleot01,Otto Miller,927,2836,695,560,97,33,5,873,229,231,104,40,0.2451,0.2750,0.3078,0.9727,0.0000,0,0.9601,0.0032,0,0,0,0,0,0.0000
milleri01,Rick Miller,1482,3887,1046,822,161,35,28,1361,552,369,477,78,0.2691,0.3495,0.3501,0.9854,0.0000,0,0,0.0067,0,0,0,0.8421,0.0088,0.0000
millijo01,Jocko Milligan,772,2964,848,560,189,50,49,1284,440,497,210,41,0.2861,0.3408,0.4332,0.9395,0.0000,0,0.7578,0.2383,0,0.0026,0,0.0117,0,0.0000
milnejo01,John Milner,1215,3436,855,568,140,16,131,1420,455,498,549,31,0.2488,0.3515,0.4133,0.9871,0.0000,0,0,0.4502,0,0,0,0.3621,0,0.0000
minchdo01,Don Mincher,1400,4026,1003,611,176,16,200,1811,530,643,682,24,0.2491,0.3588,0.4498,0.9904,0.1538,0,0,0.8129,0,0,0,0.0014,0,0.0000
minosmi01,Minnie Minoso,1835,6579,1963,1358,336,83,186,3023,1136,1023,837,205,0.2984,0.3903,0.4595,0.9717,0.5294,0,0,0.0044,0,0.0632,0.0011,0.9074,0.0016,0.2804
