Unique-id,Name,Games,AB,Hits,1B,2B,3B,HR,Tbases,Runs,RBI,BB,SB,BA,OBP,SLG,Fld_Pct,AllStar_freq,P,C,1B,2B,3B,SS,OF,DH,HOF
bilkost01,Steve Bilko,600,1738,432,258,85,13,76,771,220,276,236,2,0.2486,0.3370,0.4436,0.9916,0.0000,0,0,0.7983,0,0,0,0.0050,0,0.0000
billijo01,Josh Billings,243,488,106,89,12,5,0,128,44,29,23,5,0.2172,0.2682,0.2623,0.9676,0.0000,0,0.6461,0.0041,0,0,0,0.0041,0,0.0000
bishoma01,Max Bishop,1338,4494,1216,904,236,35,41,1645,966,379,1153,43,0.2706,0.4227,0.3660,0.9758,0.0000,0,0,0.0194,0.9193,0,0.0015,0,0,0.0248
blackti01,Tim Blackwell,426,1044,238,181,40,11,6,318,91,80,168,3,0.2280,0.3355,0.3046,0.9807,0.0000,0,0.9718,0,0,0,0,0,0.0047,0.0000
bladera01,Ray Blades,767,2415,726,492,133,51,50,1111,467,340,331,33,0.3006,0.3953,0.4600,0.9587,0.0000,0,0,0,0.0091,0.0183,0.0052,0.8123,0,0.0050
blairpa01,Paul Blair,1947,6042,1513,1042,282,55,134,2307,776,620,472,171,0.2504,0.3048,0.3818,0.9875,0.1176,0,0,0.0005,0.0026,0.0026,0.0021,0.9646,0.0021,0.0251
blasido01,Don Blasingame,1444,5296,1366,1105,178,62,21,1731,731,308,567,105,0.2579,0.3307,0.3269,0.9770,0.0833,0,0,0,0.9072,0.0028,0.0360,0,0,0.0000
blausje01,Jeff Blauser,1407,4522,1187,815,217,33,122,1836,691,513,591,65,0.2625,0.3563,0.4060,0.9609,0.1538,0,0,0,0.0995,0.0881,0.7818,0.0028,0.0007,0.0000
bloodji01,Jimmy Bloodworth,1002,3519,874,632,160,20,62,1260,347,451,202,19,0.2484,0.2922,0.3581,0.9757,0.0000,0,0,0.0529,0.8653,0.0220,0.0030,0.0050,0,0.0000
blowemi01,Mike Blowers,761,2300,591,389,116,8,78,957,290,365,258,7,0.2570,0.3314,0.4161,0.9522,0.0000,0,0.0013,0.1419,0,0.8095,0.0013,0.0289,0.0237,0.0000
bluelu01,Lu Blue,1615,5904,1696,1224,319,109,44,2365,1151,695,1092,151,0.2873,0.4022,0.4006,0.9884,0.0000,0,0,0.9728,0,0,0,0.0006,0,0.0053
bluegos01,Ossie Bluege,1867,6440,1751,1365,276,67,43,2290,883,848,723,140,0.2719,0.3518,0.3556,0.9597,0.0556,0,0,0.0075,0.0696,0.7965,0.0964,0.0027,0,0.0220
boccajo01,John Boccabella,551,1462,320,233,56,5,26,464,117,148,116,3,0.2189,0.2758,0.3174,0.9882,0.0000,0,0.5789,0.2577,0,0.0073,0,0.0835,0,0.0000
bochtbr01,Bruce Bochte,1538,5233,1478,1107,250,21,100,2070,643,658,718,43,0.2824,0.3672,0.3956,0.9901,0.0833,0,0,0.6554,0,0,0,0.2789,0.0481,0.0000
boggswa01,Wade Boggs,2440,9180,3010,2253,578,61,118,4064,1513,1014,1592,24,0.3279,0.4247,0.4427,0.9639,0.6667,0.0008,0,0.0275,0,0.9078,0,0.0004,0.0443,1.2248
bollifr01,Frank Bolling,1540,5562,1415,1048,221,40,106,2034,692,556,490,40,0.2544,0.3162,0.3657,0.9817,0.3333,0,0,0,0.9857,0,0,0,0,0.0000
bondsba01,Barry Bonds,2986,9847,2935,1495,601,77,762,5976,2227,1996,3246,514,0.2981,0.4731,0.6069,0.9833,0.6364,0,0,0,0,0,0,0.9625,0.0131,0.4824
bondsbo01,Bobby Bonds,1849,7043,1886,1186,302,66,332,3316,1258,1024,989,461,0.2678,0.3593,0.4708,0.9763,0.2143,0,0,0,0,0,0,0.9389,0.0438,0.1415
bonilbo01,Bobby Bonilla,2113,7213,2010,1254,408,61,287,3401,1084,1173,1040,45,0.2787,0.3674,0.4715,0.9583,0.3750,0.0005,0,0.0592,0,0.4529,0,0.4207,0.0251,0.0049
bonneba01,Barry Bonnell,976,3068,833,610,143,24,56,1192,363,355,255,64,0.2715,0.3285,0.3885,0.9782,0.0000,0,0,0.0184,0,0.0727,0,0.8801,0.0225,0.0000
boonebo01,Bob Boone,2264,7245,1838,1404,303,26,105,2508,679,826,753,38,0.2537,0.3225,0.3462,0.9854,0.2105,0,0.9828,0.0031,0,0.0031,0,0.0004,0.0004,0.1020
boonebr01,Bret Boone,1780,6683,1775,1129,366,28,252,2953,927,1021,584,94,0.2656,0.3277,0.4419,0.9854,0.2143,0,0,0,0.9904,0.0045,0,0,0.0022,0.0023
boonera01,Ray Boone,1373,4589,1260,901,162,46,151,1967,645,737,628,21,0.2746,0.3632,0.4286,0.9647,0.1538,0,0,0.2076,0.0007,0.3714,0.3379,0,0,0.0000
bordafr01,Frenchy Bordagaray,930,2632,745,583,120,28,14,963,410,270,173,66,0.2831,0.3311,0.3659,0.9519,0.0000,0,0,0,0.0140,0.2581,0,0.4839,0,0.0000
bordepa01,Pat Borders,1099,3282,831,582,168,12,69,1230,289,346,168,9,0.2532,0.2904,0.3748,0.9871,0.0000,0,0.9236,0.0009,0.0009,0.0045,0,0,0.0328,0.0000
bordimi01,Mike Bordick,1720,5770,1500,1122,257,30,91,2090,676,626,509,96,0.2600,0.3240,0.3622,0.9821,0.0714,0,0,0,0.0727,0.0192,0.9169,0,0.0012,0.0000
bosleth01,Thad Bosley,784,1581,430,348,50,12,20,564,183,158,158,47,0.2720,0.3354,0.3567,0.9711,0.0000,0,0,0,0,0,0,0.6135,0.0383,0.0000
bostoda01,Daryl Boston,1058,2629,655,419,131,22,83,1079,378,278,260,98,0.2491,0.3172,0.4104,0.9761,0.0000,0,0,0,0,0,0,0.8006,0.0331,0.0000
bosweke01,Ken Boswell,930,2517,625,484,91,19,31,847,266,244,269,27,0.2483,0.3202,0.3365,0.9743,0.0000,0,0,0,0.6086,0.0882,0,0.0086,0,0.0000
bottoji01,Jim Bottomley,1991,7471,2313,1478,465,151,219,3737,1177,1422,664,58,0.3096,0.3693,0.5002,0.9884,0.0000,0,0,0.9468,0.0005,0,0,0,0,0.4406
boudrlo01,Lou Boudreau,1646,6029,1779,1260,385,66,68,2500,861,789,796,51,0.2951,0.3804,0.4147,0.9718,0.5333,0,0.0018,0.0097,0.0018,0.0346,0.9350,0,0,1.0311
bowala01,Larry Bowa,2247,8418,2191,1815,262,99,15,2696,987,525,519,318,0.2603,0.3031,0.3203,0.9793,0.3125,0,0,0,0.0022,0,0.9889,0,0,0.0330
bowerfr01,Frank Bowerman,1045,3401,852,699,102,38,13,1069,343,392,129,81,0.2505,0.2874,0.3143,0.9640,0.0000,0.0010,0.7904,0.1263,0.0057,0.0029,0.0048,0.0010,0,0.0000
boyercl02,Clete Boyer,1725,5780,1396,1001,200,33,162,2148,645,654,544,41,0.2415,0.3069,0.3716,0.9653,0.0000,0,0,0,0.0365,0.8342,0.1078,0.0006,0,0.0093
boyerke01,Ken Boyer,2034,7455,2143,1475,318,68,282,3443,1104,1141,810,105,0.2875,0.3561,0.4618,0.9569,0.7333,0,0,0.0320,0,0.8776,0.0152,0.0546,0,0.3396
boyleja01,Jack Boyle,1086,4222,1067,853,137,54,23,1381,668,569,328,125,0.2527,0.3155,0.3271,0.9485,0.0000,0,0.5009,0.4190,0.0064,0.0479,0.0405,0.0138,0,0.0000
bradfbu01,Buddy Bradford,697,1605,363,253,50,8,52,585,224,175,200,36,0.2262,0.3172,0.3645,0.9708,0.0000,0,0,0,0,0.0014,0,0.8422,0.0115,0.0000
bradlbi01,Bill Bradley,1461,5430,1471,1079,275,84,33,2013,754,552,290,181,0.2709,0.3166,0.3707,0.9297,0.0000,0.0007,0,0.0123,0.0021,0.9514,0.0240,0,0,0.0331
braggda01,Darren Bragg,916,2461,627,422,145,14,46,938,341,260,321,56,0.2548,0.3441,0.3811,0.9874,0.0000,0,0,0,0,0.0011,0,0.8319,0.0131,0.0000
brandja01,Jackie Brandt,1221,3895,1020,696,175,37,112,1605,540,485,371,45,0.2619,0.3257,0.4121,0.9786,0.1818,0,0,0.0147,0.0008,0.0205,0,0.9009,0,0.0000
branski01,Kitty Bransfield,1330,4999,1351,1038,225,75,13,1765,529,637,221,175,0.2703,0.3043,0.3531,0.9825,0.0000,0,0.0030,0.9707,0,0,0,0,0,0.0000
braunst01,Steve Braun,1425,3650,989,763,155,19,52,1338,466,388,611,45,0.2710,0.3758,0.3666,0.9623,0.0000,0,0,0.0063,0.0344,0.2175,0.0147,0.3495,0.1060,0.0000
breamsi01,Sid Bream,1088,3108,819,526,191,12,90,1304,351,455,398,50,0.2635,0.3443,0.4196,0.9916,0.0000,0,0,0.8768,0,0,0,0.0018,0,0.0000
bresnro01,Roger Bresnahan,1446,4481,1252,937,218,71,26,1690,682,530,714,212,0.2794,0.3864,0.3771,0.9632,0.0000,0.0062,0.6736,0.0228,0.0194,0.0290,0.0055,0.1943,0,0.7151
bressru01,Rube Bressler,1305,3881,1170,887,164,87,32,1604,544,586,449,47,0.3015,0.3779,0.4133,0.9749,0.0000,0.0820,0,0.1126,0,0,0,0.6437,0,0.0000
bressed01,Eddie Bressoud,1186,3672,925,607,184,40,94,1471,443,365,403,9,0.2519,0.3259,0.4006,0.9606,0.0833,0,0,0.0084,0.0556,0.0481,0.8449,0.0008,0,0.0000
brettge01,George Brett,2707,10349,3154,2035,665,137,317,5044,1583,1595,1325,201,0.3048,0.3815,0.4874,0.9694,0.6190,0,0,0.1703,0,0.6250,0.0041,0.0133,0.1869,1.3083
bridgro01,Rocky Bridges,919,2272,562,455,80,11,16,712,245,187,215,10,0.2474,0.3127,0.3134,0.9675,0.0909,0,0,0,0.2938,0.2078,0.4864,0.0011,0,0.0000
bridwal01,Al Bridwell,1252,4169,1064,935,95,32,2,1229,457,348,557,136,0.2552,0.3474,0.2948,0.9351,0.0000,0,0,0.0016,0.0479,0.0463,0.8738,0.0152,0,0.0000
briggjo02,Johnny Briggs,1366,4117,1041,689,170,43,139,1714,601,507,710,64,0.2529,0.3612,0.4163,0.9769,0.0000,0,0,0.1288,0,0,0,0.7592,0.0044,0.0000
brinked01,Ed Brinkman,1846,6045,1355,1056,201,38,60,1812,550,461,488,30,0.2242,0.2847,0.2998,0.9691,0.0667,0,0,0,0.0027,0.0103,0.9724,0.0005,0,0.0000
brockgr01,Greg Brock,1013,3202,794,537,141,6,110,1277,420,462,497,41,0.2480,0.3489,0.3988,0.9938,0.0000,0,0,0.9299,0,0,0,0,0.0079,0.0000
brocklo01,Lou Brock,2616,10332,3023,2247,486,141,149,4238,1610,900,885,938,0.2926,0.3498,0.4102,0.9567,0.3158,0,0,0,0,0,0,0.9583,0,1.0606
brodist01,Steve Brodie,1437,5699,1726,1421,191,89,25,2170,886,900,420,289,0.3029,0.3644,0.3808,0.9564,0.0000,0,0,0,0.0111,0.0014,0,0.9882,0,0.0000
brookto01,Tom Brookens,1336,3865,950,664,175,40,71,1418,477,431,293,86,0.2458,0.2985,0.3669,0.9479,0.0000,0,0.0007,0.0015,0.1213,0.7972,0.0891,0.0052,0.0172,0.0000
brookhu01,Hubie Brooks,1645,5974,1608,1138,290,31,149,2407,656,824,449,64,0.2692,0.3210,0.4029,0.9535,0.1333,0,0,0.0079,0.0043,0.3137,0.2255,0.3538,0.0596,0.0000
brosisc01,Scott Brosius,1146,3889,1001,652,200,8,141,1640,544,531,360,57,0.2574,0.3246,0.4217,0.9626,0.0909,0,0,0.0419,0.0183,0.8150,0.0349,0.1449,0.0070,0.0000
broutda01,Dan Brouthers,1673,6711,2296,1525,460,205,106,3484,1523,1296,840,256,0.3421,0.4233,0.5191,0.9689,0.0000,0.0024,0,0.9761,0,0.0012,0,0.0209,0,0.0000
brownga01,Gates Brown,1051,2262,582,401,78,19,84,950,330,322,260,30,0.2573,0.3350,0.4200,0.9761,0.0000,0,0,0.0010,0,0,0,0.4072,0.1256,0.0033
brownla01,Larry Brown,1129,3449,803,635,108,13,47,1078,331,254,343,22,0.2328,0.3044,0.3126,0.9647,0.0000,0,0,0,0.2347,0.1054,0.6306,0,0,0.0000
brownol02,Ollie Brown,1221,3642,964,707,144,11,102,1436,404,454,359,30,0.2647,0.3316,0.3943,0.9770,0.0000,0,0,0,0,0.0008,0,0.8124,0.0672,0.0000
brownto01,Tom Brown,1786,7363,1951,1510,239,138,64,2658,1521,736,748,657,0.2650,0.3365,0.3610,0.8753,0.0000,0.0067,0,0,0,0,0,0.9983,0,0.0000
brownge01,George Browne,1102,4300,1176,984,119,55,18,1459,614,303,259,190,0.2735,0.3178,0.3393,0.9216,0.0000,0,0,0,0,0,0,0.9773,0,0.0000
brownje01,Jerry Browne,982,3190,866,683,135,25,23,1120,431,288,407,73,0.2715,0.3530,0.3511,0.9725,0.0000,0,0,0.0020,0.6202,0.1578,0.0010,0.1782,0.0122,0.0000
brownpe01,Pete Browning,1183,4820,1646,1220,295,85,46,2249,954,659,466,258,0.3415,0.4028,0.4666,0.8631,0.0000,0.0008,0,0.0220,0.0414,0.0634,0.0372,0.8436,0,0.0000
brubabi01,Bill Brubaker,479,1564,413,296,85,10,22,584,208,225,151,13,0.2641,0.3328,0.3734,0.9425,0.0000,0,0,0.0355,0.1357,0.7307,0.0313,0.0021,0,0.0000
brunato01,Tom Brunansky,1800,6289,1543,933,306,33,271,2728,804,919,813,69,0.2453,0.3312,0.4338,0.9838,0.0714,0,0,0.0200,0,0,0,0.9328,0.0339,0.0000
brutobi01,Bill Bruton,1610,6056,1651,1214,241,102,94,2378,937,545,514,207,0.2726,0.3310,0.3927,0.9809,0.0000,0,0,0,0,0,0,0.9696,0,0.0037
bucknbi01,Bill Buckner,2517,9397,2715,1994,498,49,174,3833,1077,1208,561,183,0.2889,0.3286,0.4079,0.9908,0.0455,0,0,0.6178,0,0,0,0.2559,0.0501,0.0283
buechst01,Steve Buechele,1334,4266,1046,705,183,21,137,1682,501,547,439,17,0.2452,0.3203,0.3943,0.9704,0.0000,0,0,0.0090,0.0690,0.9513,0.0037,0.0030,0.0007,0.0000
bufordo01,Don Buford,1286,4553,1203,909,157,44,93,1727,718,418,729,200,0.2642,0.3683,0.3793,0.9730,0.1000,0,0,0,0.3048,0.2737,0,0.4316,0,0.0000
buhneja01,Jay Buhner,1472,5013,1273,711,233,19,310,2474,798,965,833,6,0.2539,0.3630,0.4935,0.9875,0.0667,0,0,0.0007,0,0,0,0.9490,0.0299,0.0024
bumbral01,Al Bumbry,1496,5053,1422,1096,220,52,54,1908,778,402,501,254,0.2814,0.3468,0.3776,0.9857,0.0714,0,0,0,0,0,0,0.8295,0.0622,0.0000
burdoja01,Jack Burdock,1187,4915,1230,998,164,50,18,1548,777,503,140,59,0.2503,0.2725,0.3150,0.8844,0.0000,0,0.0059,0,0.9149,0.0564,0.0312,0.0025,0,0.0000
burgesm01,Smoky Burgess,1691,4471,1318,929,230,33,126,1992,485,673,557,13,0.2948,0.3717,0.4455,0.9874,0.5000,0,0.6736,0,0,0,0,0,0,0.0073
burkeje01,Jesse Burkett,2066,8421,2850,2273,320,182,75,3759,1720,952,1029,389,0.3384,0.4151,0.4464,0.9092,0.0000,0.0111,0,0,0.0005,0.0005,0.0005,0.9937,0,0.0229
burksel01,Ellis Burks,2000,7232,2107,1290,402,63,352,3691,1253,1206,826,181,0.2913,0.3659,0.5104,0.9829,0.1111,0,0,0,0,0,0,0.8060,0.1530,0.0049
burleri01,Rick Burleson,1346,5139,1401,1072,256,23,50,1853,656,449,431,72,0.2726,0.3296,0.3606,0.9707,0.3077,0,0,0,0.0684,0.0045,0.8856,0,0.0334,0.0000
burnije01,Jeromy Burnitz,1694,5710,1447,805,298,29,315,2748,917,981,814,74,0.2534,0.3520,0.4813,0.9764,0.0714,0,0,0,0,0,0,0.9327,0.0148,0.0000
burnsge01,George Burns,1853,7241,2077,1566,362,108,41,2778,1188,611,872,383,0.2868,0.3655,0.3836,0.9689,0.0000,0,0,0,0,0.0005,0,0.9951,0,0.0199
burnsge02,George Burns,1866,6573,2018,1430,444,72,72,2822,901,951,363,154,0.3070,0.3535,0.4293,0.9861,0.0000,0,0,0.8955,0,0,0,0.0268,0,0.0000
burnsoy01,Oyster Burns,1187,4637,1389,971,224,129,65,2066,869,832,464,263,0.2995,0.3683,0.4455,0.8711,0.0000,0.0211,0,0.0017,0.0177,0.0556,0.1685,0.7532,0,0.0000
burnsto01,Tom Burns,1251,4920,1299,955,236,69,39,1790,722,683,270,162,0.2640,0.3034,0.3638,0.8529,0.0000,0.0008,0.0016,0,0.0528,0.5627,0.3789,0.0112,0,0.0000
burroje01,Jeff Burroughs,1689,5536,1443,953,230,20,240,2433,720,882,896,16,0.2607,0.3616,0.4395,0.9738,0.1250,0,0,0.0036,0,0,0,0.7584,0.1593,0.0030
busbyji01,Jim Busby,1352,4250,1113,868,162,35,48,1489,541,438,314,97,0.2619,0.3151,0.3504,0.9874,0.0769,0,0.0007,0,0,0.0007,0,0.9467,0,0.0000
bushdo01,Donie Bush,1946,7210,1804,1535,186,74,9,2165,1280,436,1158,404,0.2502,0.3562,0.3003,0.9323,0.0000,0,0,0,0.0134,0.0221,0.9594,0,0,0.0114
bushra01,Randy Bush,1219,3045,763,487,154,26,96,1257,388,409,399,33,0.2506,0.3435,0.4128,0.9841,0.0000,0,0,0.0648,0,0,0,0.4405,0.2797,0.0000
bushodo01,Doc Bushong,672,2397,514,441,58,13,2,604,287,184,124,39,0.2144,0.2548,0.2520,0.9083,0.0000,0,0.9940,0.0015,0,0.0060,0,0.0089,0,0.0000
butlebr01,Brett Butler,2213,8180,2375,1913,277,131,54,3076,1359,578,1152,558,0.2903,0.3784,0.3760,0.9924,0.0588,0,0,0,0,0,0,0.9756,0.0009,0.0054
byrnebo01,Bobby Byrne,1283,4831,1225,969,186,60,10,1561,667,329,456,176,0.2536,0.3242,0.3231,0.9288,0.0000,0,0,0,0.0795,0.8940,0.0039,0,0,0.0000
cabelen01,Enos Cabell,1688,5952,1647,1268,263,56,60,2202,753,596,290,238,0.2767,0.3110,0.3700,0.9764,0.0000,0,0,0.3880,0.0006,0.5261,0.0018,0.0664,0.0053,0.0000
caldeiv01,Ivan Calderon,924,3312,901,572,200,25,104,1463,470,444,336,97,0.2720,0.3382,0.4417,0.9757,0.1000,0,0,0.0368,0,0,0,0.8171,0.1115,0.0000
callijo01,Johnny Callison,1886,6652,1757,1121,321,89,226,2934,926,840,723,74,0.2641,0.3380,0.4411,0.9838,0.2500,0,0,0,0,0,0,0.9422,0.0053,0.0031
camildo01,Dolph Camilli,1490,5353,1482,896,261,86,239,2632,936,950,947,60,0.2769,0.3883,0.4917,0.9904,0.1667,0,0,0.9906,0,0,0,0,0,0.0200
caminke01,Ken Caminiti,1760,6288,1710,1106,348,17,239,2809,894,983,838,88,0.2719,0.3568,0.4467,0.9449,0.2000,0,0,0.0188,0,0.9523,0,0,0.0006,0.0049
camparo01,Roy Campanella,1215,4205,1161,723,178,18,242,2101,627,856,563,25,0.2761,0.3642,0.4996,0.9880,0.8000,0,0.9737,0,0,0,0,0,0,1.0588
campabe01,Bert Campaneris,2328,8684,2249,1771,313,86,79,2971,1181,646,633,649,0.2590,0.3120,0.3421,0.9614,0.3158,0.0004,0.0004,0.0004,0.0155,0.0326,0.9008,0.0296,0.0034,0.0417
campbbr01,Bruce Campbell,1360,4762,1382,894,295,87,106,2169,759,766,548,53,0.2902,0.3667,0.4555,0.9542,0.0000,0,0,0,0,0,0,0.8779,0,0.0000
cangejo01,John Cangelosi,1038,2004,501,401,73,15,12,640,328,134,365,154,0.2500,0.3722,0.3194,0.9715,0.0000,0.0029,0,0,0,0,0,0.5944,0.0116,0.0000
cannich01,Chris Cannizzaro,740,1950,458,362,66,12,18,602,132,169,276,3,0.2349,0.3298,0.3087,0.9823,0.0769,0,0.9649,0,0,0,0,0.0014,0,0.0000
cansejo01,Jose Canseco,1887,7057,1877,1061,340,14,462,3631,1186,1407,970,200,0.2660,0.3578,0.5145,0.9700,0.3529,0.0005,0,0,0,0,0,0.5358,0.4436,0.0147
carbobe01,Bernie Carbo,1010,2733,722,477,140,9,96,1168,372,358,588,26,0.2642,0.3959,0.4274,0.9781,0.0000,0,0,0,0,0.0010,0,0.6950,0.1297,0.0000
cardejo02,Jose Cardenal,2017,6964,1913,1396,333,46,138,2752,936,775,646,329,0.2747,0.3358,0.3952,0.9763,0.0000,0,0,0.0288,0.0010,0.0035,0.0005,0.8815,0,0.0031
cardele01,Leo Cardenas,1941,6707,1725,1273,285,49,118,2462,662,689,644,39,0.2572,0.3227,0.3671,0.9694,0.3125,0,0,0,0.0015,0.0355,0.9495,0,0.0021,0.0033
carewro01,Rod Carew,2469,9315,3053,2404,445,112,92,3998,1424,1015,1162,353,0.3278,0.4013,0.4292,0.9849,0.9474,0,0,0.4795,0.4577,0.0008,0.0016,0.0004,0.0275,1.2042
careyan01,Andy Carey,938,2850,741,520,119,38,64,1128,371,350,286,23,0.2600,0.3303,0.3958,0.9553,0.0000,0,0,0,0.0011,0.9403,0.0032,0.0011,0,0.0000
careyma01,Max Carey,2476,9363,2665,2017,419,159,70,3612,1545,800,1040,738,0.2846,0.3609,0.3858,0.9649,0.0000,0,0,0,0,0,0,0.9778,0,0.6800
carpehi01,Hick Carpenter,1118,4637,1202,995,142,47,18,1492,720,543,112,158,0.2592,0.2809,0.3218,0.8390,0.0000,0,0,0.0403,0.0027,0.9472,0.0009,0.0107,0,0.0000
carrach01,Chico Carrasquel,1325,4644,1199,947,172,25,55,1586,568,474,495,31,0.2582,0.3333,0.3415,0.9681,0.4000,0,0,0.0008,0.0166,0.0370,0.9366,0,0,0.0044
carrema01,Mark Carreon,738,2012,557,375,108,5,69,882,246,289,149,12,0.2768,0.3300,0.4384,0.9839,0.0000,0,0,0.2588,0,0,0,0.5068,0.0203,0.0000
carribi02,Bill Carrigan,709,1970,506,419,67,14,6,619,194,235,206,37,0.2569,0.3339,0.3142,0.9707,0.0000,0,0.9154,0.0240,0,0,0,0,0,0.0331
carrocl01,Cliff Carroll,991,3972,995,792,125,47,31,1307,729,423,361,197,0.2505,0.3203,0.3291,0.8945,0.0000,0,0,0,0,0,0,1.0000,0,0.0000
cartega01,Gary Carter,2295,7971,2092,1366,371,31,324,3497,1025,1225,954,39,0.2625,0.3425,0.4387,0.9905,0.5789,0,0.8959,0.0331,0,0.0013,0,0.0597,0,1.0403
cartejo01,Joe Carter,2189,8422,2184,1303,432,53,396,3910,1170,1445,613,231,0.2593,0.3128,0.4643,0.9793,0.3125,0,0,0.1407,0.0005,0.0005,0,0.7903,0.0804,0.0500
cartyri01,Rico Carty,1651,5606,1677,1178,278,17,204,2601,712,890,707,21,0.2991,0.3757,0.4640,0.9701,0.0667,0,0.0103,0.0357,0,0.0006,0,0.4888,0.3937,0.0034
casanpa01,Paul Casanova,859,2786,627,478,87,12,50,888,214,252,126,2,0.2251,0.2587,0.3187,0.9844,0.1000,0,0.9441,0,0,0,0,0,0,0.0000
casege01,George Case,1226,5016,1415,1118,233,43,21,1797,785,377,426,349,0.2821,0.3408,0.3583,0.9689,0.3636,0,0,0,0,0,0,0.9682,0,0.0132
caseydo01,Doc Casey,1114,4341,1122,924,137,52,9,1390,584,354,270,191,0.2585,0.3101,0.3202,0.9065,0.0000,0,0.0045,0,0,0.9874,0.0045,0,0,0.0000
cashda01,Dave Cash,1422,5554,1571,1251,243,56,21,1989,732,426,452,120,0.2829,0.3371,0.3581,0.9830,0.2500,0,0,0,0.9353,0.0288,0.0021,0,0,0.0063
cashno01,Norm Cash,2089,6705,1820,1161,241,41,377,3274,1046,1103,1155,43,0.2714,0.3829,0.4883,0.9921,0.2941,0,0,0.9301,0,0,0,0.0053,0.0014,0.0208
cassijo01,John Cassidy,634,2642,650,525,87,33,5,818,353,191,84,0,0.2460,0.2706,0.3096,0.8164,0.0000,0.0505,0.0016,0.0363,0.0063,0.0268,0.0032,0.9006,0,0.0000
castivi02,Vinny Castilla,1854,6822,1884,1187,349,28,320,3249,902,1105,487,33,0.2762,0.3267,0.4763,0.9653,0.1250,0,0,0.0049,0.0076,0.8932,0.0793,0,0,0.0140
castial01,Alberto Castillo,418,1026,226,173,39,2,12,305,98,101,104,3,0.2203,0.2936,0.2973,0.9906,0.0000,0,0.9785,0,0,0,0,0,0.0024,0.0000
castica01,Carmen Castillo,631,1519,383,249,71,8,55,635,190,197,95,15,0.2521,0.2998,0.4180,0.9516,0.0000,0,0,0,0,0,0,0.6022,0.2441,0.0000
caterda01,Danny Cater,1289,4451,1229,943,191,29,66,1676,491,519,287,26,0.2761,0.3207,0.3765,0.9870,0.0000,0,0,0.5671,0.0039,0.1746,0,0.2389,0.0132,0.0000
causewa01,Wayne Causey,1105,3244,819,628,130,26,35,1106,357,285,415,12,0.2525,0.3371,0.3409,0.9661,0.0000,0,0,0,0.2778,0.2425,0.3674,0,0,0.0000
cavarph01,Phil Cavarretta,2030,6754,1977,1436,347,99,95,2807,990,920,820,65,0.2927,0.3723,0.4156,0.9887,0.1818,0,0,0.6177,0,0,0,0.2650,0,0.4743
cedence01,Cesar Cedeno,2006,7310,2087,1392,436,60,199,3240,1084,976,747,550,0.2855,0.3531,0.4432,0.9852,0.2353,0,0,0.1286,0,0,0,0.8564,0,0.0062
cedenro01,Roger Cedeno,1100,3174,865,666,127,32,40,1176,478,274,333,213,0.2725,0.3423,0.3705,0.9757,0.0000,0,0,0,0.0009,0,0,0.8382,0.0073,0.0000
cepedor01,Orlando Cepeda,2124,7927,2351,1528,417,27,379,3959,1131,1365,742,142,0.2966,0.3612,0.4994,0.9884,0.6471,0,0,0.7924,0,0.0019,0,0.1088,0.0791,0.9795
ceronri01,Rick Cerone,1329,4069,998,734,190,15,59,1395,393,436,329,6,0.2453,0.3026,0.3428,0.9901,0.0000,0.0015,0.9624,0.0015,0.0008,0.0008,0,0.0008,0.0083,0.0000
cervbo01,Bob Cerv,829,2261,624,397,96,26,105,1087,320,374,231,12,0.2760,0.3448,0.4808,0.9756,0.0833,0,0,0.0072,0,0,0,0.7165,0,0.0000
ceyro01,Ron Cey,2073,7162,1868,1203,328,21,316,3186,977,1139,1129,24,0.2608,0.3627,0.4448,0.9598,0.3529,0,0,0.0034,0,0.9595,0,0,0.0145,0.0252
chambch01,Chris Chambliss,2175,7571,2109,1490,392,42,185,3140,912,972,731,40,0.2786,0.3419,0.4147,0.9932,0.0588,0,0,0.9021,0,0,0,0,0.0110,0.0000
chancfr01,Frank Chance,1287,4297,1273,974,200,79,20,1691,797,596,554,401,0.2963,0.3937,0.3935,0.9837,0.0000,0,0.1445,0.7747,0,0,0,0.0567,0,0.9624
chaneda01,Darrel Chaney,915,2113,458,352,75,17,14,609,237,190,281,19,0.2168,0.3083,0.2882,0.9586,0.0000,0,0.0011,0,0.1497,0.1454,0.6787,0,0,0.0000
chapmbe01,Ben Chapman,1717,6478,1958,1354,407,107,90,2849,1144,977,824,287,0.3023,0.3832,0.4398,0.9591,0.2667,0.0146,0,0,0.0326,0.0559,0.0006,0.8707,0,0.0087
chapmsa01,Sam Chapman,1368,4988,1329,887,210,52,180,2183,754,773,562,41,0.2664,0.3425,0.4377,0.9711,0.0909,0,0,0.0146,0,0,0,0.9569,0,0.0050
chaseha01,Hal Chase,1919,7417,2158,1655,322,124,57,2899,980,941,276,363,0.2910,0.3190,0.3909,0.9783,0.0000,0.0005,0,0.9458,0.0182,0.0005,0.0016,0.0245,0,0.1192
childcu01,Cupid Childs,1456,5618,1720,1395,205,100,20,2185,1214,743,991,269,0.3062,0.4158,0.3889,0.9243,0.0000,0,0,0,0.9986,0,0.0007,0,0,0.0000
chitiha01,Harry Chiti,502,1495,356,257,49,9,41,546,135,179,132,4,0.2381,0.3010,0.3652,0.9828,0.0000,0,0.9124,0,0,0,0,0,0,0.0000
